Keyword,SERP Position,Link,Performance Score,First Contentful Paint,Speed Index,Time To Interactive,SEO Score
customer relationship management,2,https://www.techtarget.com/searchcustomerexperience/definition/CRM-customer-relationship-management,0.6,0.99,0.02,0.26,0.83
customer relationship management,6,https://www.frenchweb.fr/quest-ce-que-le-customer-relationship-management-crm/439724,0.47,0.65,0.04,0.79,0.75
customer relationship management,11,https://www.callofsuccess.com/lexique/crm-customer-relationship-management,0.73,0.83,0.96,0.96,1
customer relationship management,9,https://keap.com/product/what-is-crm,0.51,0.98,0.81,0.69,0.92
customer relationship management,1,https://www.capterra.fr/glossary/125/customer-relationship-management-crm,0.82,1,0.86,0.99,1
customer relationship management,12,https://www.e-marketing.fr/Definitions-Glossaire/C-R-M--238110.htm,0.69,0.99,0.32,0.74,0.83
customer relationship management,10,https://www.atinternet.com/glossaire/crm/,0.8,0.99,0.37,0.88,0.92
customer relationship management,3,https://dictionary.cambridge.org/fr/prononciation/anglais/customer-relationship-management,0.9,0.98,0.71,0.96,1
customer relationship management,2,https://dynamics.microsoft.com/en-us/crm/what-is-crm/,0.72,0.87,0.77,0.83,0.83
customer relationship management,6,https://www.aurea.com/fr/bibliotheque/customer-relationship-management/,0.92,1,0.97,1,1
customer relationship management,13,https://www.appvizer.fr/magazine/relation-client/customer-relationship-management-crm,0.62,0.91,0.6,0.61,0.92
customer relationship management,5,https://www.conseilsmarketing.com/crm/la-definition-du-crm-customer-relationship-management-ou-gestion-de-la-relation-client-grc/,0.94,0.98,0.63,0.94,0.83
customer relationship management,8,https://www.wearecom.fr/dictionnaire/customer-relationship-management/,0.8,0.49,0.67,0.87,0.83
customer relationship management,9,https://www.infoentrepreneurs.org/en/guides/customer-relationship-management/,0.93,0.92,0.73,0.96,0.67
customer relationship management,13,https://www.definitions-marketing.com/definition/customer-relationship-management/,0.7,1,0.66,0.72,1
customer relationship management,10,https://www.sap.com/products/crm.html,0.64,0.9,0.41,0.85,0.92
customer relationship management,7,https://www.youtube.com/watch?v=FLoBLslDBj4,0.58,0.94,0.14,0.37,0.75
sales management,2,https://www.icd-ecoles.com/metiers/sales-manager,0.83,0.95,0.7,1,0.92
customer relationship management,12,https://www.coursera.org/articles/what-is-a-crm,0.67,0.97,0.75,0.54,0.83
sales management,3,https://www.pipedrive.com/en/blog/sales-management,0.65,0.94,0.47,0.38,0.83
sales management,1,https://www.salesforce.com/fr/learning-centre/sales/sales-management/,0.37,0.28,0.05,0.65,0.92
customer relationship management,11,https://www.amazon.fr/Customer-Relationship-Management-Concepts-Technologies/dp/1138498262,0.88,0.85,0.34,0.71,0.75
sales management,5,https://fr.bab.la/dictionnaire/anglais-francais/sales-manager,0.87,0.99,0.66,0.98,0.83
sales management,7,https://context.reverso.net/traduction/anglais-francais/Sales+Manager,0.61,0.98,0.23,0.16,1
sales management,6,https://www.coursera.org/articles/sales-management,0.68,0.97,0.87,0.41,0.83
sales management,10,https://fr.mercuri.be/ameliorer-votre-business-grace-au-sales-management/,0.75,0.48,0.12,0.86,0.83
sales management,12,https://www.studi.com/fr/metiers/sales-manager,0.9,0.99,0.62,0.93,0.92
sales management,8,https://www.pipedrive.com/en/blog/sales-management,0.65,0.94,0.47,0.38,0.83
sales management,8,https://blog.hubspot.com/sales/sales-management,0.67,0.99,0.09,0.36,0.92
sales management,9,https://www.vatel.fr/fr/carrieres-reseau/metiers-de-l-hotellerie-tourisme/tout-savoir-sur-le-metier-de-sales-manager-ou-manager-des-ventes,0.85,0.92,0.01,1,1
sales management,3,https://www.linguee.it/inglese-italiano/traduzione/sales+management.html,0.9,0.99,0.98,1,0.83
sales management,11,https://www.hepl.be/fr/master-sales-management,0.63,0.32,0,0.96,0.83
sales management,13,https://fr.indeed.com/Emplois-Sales-Manager,0.44,0.91,0.27,0.61,1
sales management,2,https://www.changemindset.it/master_ig/,0.69,0.9,0.08,0.6,0.92
sales management,9,https://www.professionaldatagest.it/news/sales_manager_cosa_fa_skills/,0.79,1,0.86,0.99,0.83
sales management,1,https://context.reverso.net/traduzione/inglese-italiano/sales+manager,0.61,0.94,0.13,0.15,1
sales management,6,https://businessschool.luiss.it/flex-sales-management/,0.67,0.83,0.51,0.92,0.83
sales management,5,https://www.gsom.polimi.it/course/sales-management/,0.89,0.93,0.13,0.87,0.82
sales management,4,https://www.coursera.org/articles/sales-management,0.69,0.98,0.89,0.44,0.83
sales management,12,https://syllabus.unict.it/insegnamento.php?mod=26352,0.99,1,0.93,1,0.9
sales management,10,https://www.uniroma3.it/corsi-post-lauream/2022-2023/b2b-marketing-e-sales-management-1145/,0.5,0.12,0.07,0.38,0.91
sales management,11,https://didattica.unibocconi.it/ts/tsn_anteprima.php?cod_ins=20429&anno=2019&IdPag=6164,0.78,0.9,0.12,0.96,0.92
sales management,13,https://www.iqmselezione.it/corso-sales-management-600004.shtml,0.88,0.99,0.65,0.98,0.92
sales management,7,https://almed.unicatt.it/almed-master-account-e-sales-management-tecniche-di-gestione-e-negoziazione-applicate-alle-vendite-2073,0.59,0.99,0.06,0.99,1
supply chain management,4,https://www.michiganstateuniversityonline.com/resources/supply-chain/what-is-supply-chain-management/,0.98,0.97,0.89,0.92,0.92
supply chain management,1,https://www.ibm.com/topics/supply-chain-management,0.29,0.93,0.38,0.47,0.92
supply chain management,8,https://www.mckinsey.com/featured-insights/mckinsey-explainers/what-is-supply-chain,0.6,1,0.31,0.59,1
supply chain management,5,https://www.oracle.com/in/scm/what-is-supply-chain-management/,0.7,0.99,0.53,0.89,0.92
supply chain management,2,https://en.wikipedia.org/wiki/Supply_chain_management,1,1,0.98,1,0.67
supply chain management,11,https://scm.ncsu.edu/scm-articles/article/what-is-supply-chain-management-scm,0.91,0.95,0.44,0.88,1
supply chain management,9,https://www.anaplan.com/blog/what-is-supply-chain-management/,0.54,0.66,0.51,0.45,0.92
supply chain management,12,https://www.sap.com/insights/what-is-supply-chain-management-scm.html,0.4,0.17,0.05,0.22,0.92
supply chain management,3,https://www.techtarget.com/searcherp/definition/supply-chain-management-SCM,0.61,0.99,0.04,0.25,0.83
supply chain management,1,https://www.wolterskluwer.com/it-it/solutions/cch-tagetik/glossary/supply-chain-management,0.77,0.93,0.24,0.86,1
supply chain management,10,https://www.knygos.lt/lt/knygos/logistics---supply-chain-management-rx9b/,0.79,0.8,0.46,0.9,0.83
supply chain management,2,https://www.oracle.com/it/scm/what-is-supply-chain-management/,0.4,1,0.55,0.87,0.92
supply chain management,6,https://www.youtube.com/watch?v=Lpp9bHtPAN0,0.47,0.53,0.05,0.16,0.75
supply chain management,8,https://www.lokad.com/it/definizione-supply-chain-management,1,0.99,1,1,0.92
supply chain management,4,https://societaitalianamanagement.it/portfolio-item/supply-chain-management-logistics-operations/,0.5,0.19,0.49,0.73,0.75
supply chain management,3,https://www.logisticaefficiente.it/supply-chain-gestione-catena-distribuzione,0.67,0.94,0.17,0.88,0.91
supply chain management,5,https://www.credemtel.it/supply-chain-management/,0.84,0.99,0.17,0.87,0.83
supply chain management,7,https://dottorati.unica.it/dotticar/supply-chain-management-la-gestione-delle-catene-logistiche-ed-i-modelli-di-valutazione-di-performance-aziendali/,0.87,0.79,0.14,1,0.83
supply chain management,10,https://www.liucbs.it/ricerca-applicata-e-advisory/centri-di-competenza/centro-sulla-logistica-e-il-supply-chain-management/,0.85,0.94,0.52,0.99,0.91
supply chain management,7,https://www.cips.org/intelligence-hub/supply-chain-management,0.23,0.87,0,0,0.83
supply chain management,11,https://www.industry4business.it/industria-4-0/supply-chain-manager/,0.87,0.8,0.39,0.74,0.92
supply chain management,9,https://www.unito.it/ugov/degreecourse/1109016,0.9,0.9,0.22,1,0.83
supply chain management,6,https://www.investopedia.com/terms/s/scm.asp,0.6,1,0.23,0.03,0.83
financial analysis,2,https://corporatefinanceinstitute.com/resources/accounting/types-of-financial-analysis/,0.97,0.88,0.97,1,0.91
financial analysis,3,https://en.wikipedia.org/wiki/Financial_analysis,1,1,1,1,0.92
supply chain management,12,https://didattica-rubrica.unibg.it/ugov/degreecourse/65459,0.64,0.07,0.02,0.81,0.82
financial analysis,4,https://www.wallstreetmojo.com/financial-analysis/,0.99,0.96,0.99,1,0.83
financial analysis,1,https://www.investopedia.com/terms/f/financial-analysis.asp,0.64,1,0.48,0.1,0.83
supply chain management,13,https://www.sdabocconi.it/it/formazione-manageriale/executive-program-in-supply-chain-management-70000902,0.4,0.9,0,0.32,0.67
financial analysis,6,https://www.luiss.it/cattedreonline/corso/M269IN/0/LMSMBASENG/2021,0.99,1,0.94,1,0.91
financial analysis,5,https://www.unibo.it/it/didattica/insegnamenti/insegnamento/2021/443037,0.82,0.63,0.1,0.89,0.83
financial analysis,7,https://www.sciencedirect.com/journal/international-review-of-financial-analysis,0.69,0.95,0.66,0.69,1
financial analysis,1,https://www.wallstreetmojo.com/examples-of-financial-analysis/,0.98,0.94,0.99,1,0.83
financial analysis,2,https://ieefa.org/,0.87,0.94,0.85,1,0.92
financial analysis,9,https://www.udemy.com/course/the-complete-financial-analyst-course/,0.73,1,0.73,0.84,0.83
financial analysis,8,https://www.unive.it/data/insegnamento/294790,0.8,1,0.12,1,1
financial analysis,4,https://www.sap.com/products/financial-management/what-is-financial-planning-and-analysis-fpa.html,0.65,0.91,0.62,0.88,0.92
financial analysis,10,https://www.london.edu/masters-degrees/masters-in-financial-analysis,0.93,1,0.85,0.88,0.75
financial analysis,9,https://www.datapine.com/blog/financial-reporting-and-analysis/,0.98,0.99,0.93,1,0.83
financial analysis,3,https://www.unsw.edu.au/study/postgraduate/master-of-financial-analysis,0.86,0.99,0.51,0.7,0.75
financial analysis,7,https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/analytics/financial-insights,0.78,0.7,0.88,0.99,1
business intelligence,2,https://it.wikipedia.org/wiki/Business_intelligence,0.99,1,0.99,1,0.75
business intelligence,1,https://www.tableau.com/it-it/learn/articles/business-intelligence,0.8,0.95,0.9,0.77,0.92
financial analysis,8,https://www.douglascollege.ca/program/pdfian,0.86,0.79,0.83,0.79,0.75
financial analysis,12,https://www.temple.edu/academics/degree-programs/financial-analysis-ms-bu-fian-ms,0.73,0.52,0.02,0.82,0.83
financial analysis,5,https://www.coursera.org/learn/financial-analysis,0.66,0.97,0.71,0.63,0.83
financial analysis,11,https://www.edx.org/learn/financial-analysis,0.66,1,0.72,0.22,1
financial analysis,6,https://www.aicpa-cima.com/cpe-learning/course/financial-performance-and-ratio-analysis,0.45,0.94,0.01,0.04,0.91
business intelligence,5,https://www.sap.com/italy/insights/what-is-business-intelligence-bi.html,0.6,0.21,0.11,0.64,0.83
business intelligence,3,https://www.oracle.com/it/what-is-business-intelligence/,0.87,0.99,0.7,0.87,0.92
business intelligence,7,https://www.datamaze.it/risorse/tutto-sulla-business-intelligence,0.92,0.98,0.92,0.96,0.83
business intelligence,9,https://universeit.blog/business-intelligence/,0.82,1,0.41,0.98,0.92
financial analysis,10,https://www.thebalancemoney.com/what-is-financial-ratio-analysis-393186,0.84,1,0.62,0.48,0.92
business intelligence,4,https://www.ibm.com/it-it/topics/business-intelligence,0.66,0.97,0.54,0.63,0.92
business intelligence,10,https://www.bigdata4innovation.it/business-intelligence/business-intelligence-cose-a-cosa-serve-il-software/,0.78,0.91,0.6,0.75,0.92
business intelligence,8,https://www.talend.com/it/resources/what-is-business-intelligence/,0.66,0.98,0.59,0.47,1
business intelligence,12,https://atlantic-technologies.com/it/blog/business-analytics-e-business-intelligence-quali-sono-le-differenze/,0.67,0.97,0.37,0.57,0.92
human resources management,1,https://www.unimi.it/en/education/management-human-resources-mhr,0.93,1,0.75,0.99,0.83
business intelligence,11,https://www.cwi.it/applicazioni-enterprise/business-intelligence-bi,0.81,0.91,0.22,0.99,1
business intelligence,14,https://www.siatec.it/news-e-iniziative/dettaglio-articolo/Business-Intelligence-guida-alla-BI-e-perche-e-importante/,0.76,0.99,0.02,1,0.82
human resources management,2,https://www.servicenow.com/it/products/hr-service-delivery/che-cose-lo-hr-management.html,0.5,0.16,0.25,0.18,1
human resources management,7,https://corporatefinanceinstitute.com/resources/management/human-resource-management/,0.96,0.84,0.96,1,0.91
human resources management,4,https://en.wikipedia.org/wiki/Human_resource_management,1,1,1,1,0.67
human resources management,5,https://open.lib.umn.edu/humanresourcemanagement/chapter/1-1-what-is-human-resources/,0.98,0.96,0.91,1,0.75
human resources management,3,https://www.techtarget.com/searchhrsoftware/definition/human-resource-management-HRM,0.63,0.99,0.06,0.28,0.83
human resources management,6,https://www.adp.com/resources/articles-and-insights/articles/h/human-resource-management.aspx,0.54,0.95,0.36,0.43,0.83
human resources management,9,https://www.unipg.it/didattica/corsi-di-laurea-e-laurea-magistrale/archivio/offerta-formativa-2019-20?idins=150811,0.92,1,0.27,1,0.92
human resources management,10,https://w.academy/executive-master-in-human-resources-management/,0.6,0.85,0.2,0.4,0.83
human resources management,8,https://www.whatishumanresource.com/human-resource-management,0.65,0.9,0.65,0.59,0.8
human resources management,1,https://www.grandpartners.lt/en/trainings/human-resource-management/,0.46,0.26,0.14,0.95,0.67
human resources management,4,https://icsc.un.org/Home/HRManagement,0.53,0.03,0.13,0.51,0.73
human resources management,12,https://onlinelibrary.wiley.com/journal/1099050x,0.45,0.61,0.15,0.31,0.83
human resources management,5,https://onlinelibrary.wiley.com/journal/1099050x,0.45,0.61,0.15,0.31,0.83
human resources management,11,https://management.lum.it/master/organizzazione-e-human-resources-management/,0.57,0.53,0.01,0.51,0.75
human resources management,13,https://www.bbs.unibo.eu/open-program/human-resources-management-development/,0.78,0.61,0.04,0.99,0.92
human resources management,7,https://www.senecacollege.ca/programs/fulltime/HRM.html,0.87,0.88,0.77,0.63,0.91
human resources management,8,https://www.sciencedirect.com/journal/human-resource-management-review,0.87,0.97,0.87,0.85,1
human resources management,6,https://www.wgu.edu/online-business-degrees/human-resources-bachelors-program.html,0.57,0.81,0.59,0.62,0.92
human resources management,9,https://www.sps.nyu.edu/homepage/academics/masters-degrees/ms-in-human-resource-management-and-development.html,0.69,0.97,0.63,0.98,0.75
human resources management,10,https://www.unimi.it/en/education/management-human-resources-mhr,0.9,1,0.6,0.99,0.83
human resources management,3,https://www.thebalancemoney.com/what-is-human-resource-management-1918143,0.73,1,0.78,0.39,0.92
human resources management,12,https://www.personio.com/hr-lexicon/strategic-human-resource-management/,0.76,1,0.42,0.96,0.92
employee training,2,https://www.walkme.com/glossary/employee-training/,0.97,1,0.94,1,0.83
human resources management,11,https://www.knygos.lt/lt/knygos/armstrong-s-handbook-of-human-resource-management-practice-vrjd/,0.78,0.8,0.6,0.89,0.83
employee training,4,https://corporatefinanceinstitute.com/resources/management/employee-training-and-development/,0.96,0.9,0.89,1,0.82
human resources management,13,https://www.rsm.nl/education/master/msc-programmes/msc-human-resource-management/,0.46,1,0,0.03,0.92
employee training,3,https://www.businessnewsdaily.com/9399-employee-training-tactics.html,0.66,1,0.65,0.91,0.83
employee training,5,https://360learning.com/blog/ultimate-guide-employee-training-program/,0.39,0.03,0.13,0.18,0.92
employee training,8,https://emeritus.org/blog/types-of-employee-training/,0.92,0.93,0.78,1,0.83
employee training,6,https://www.indeed.com/career-advice/career-development/importance-of-training,0.63,0.94,0.37,0.58,1
employee training,9,https://helpjuice.com/blog/employee-training-development,0.99,0.99,0.95,0.9,0.8
employee training,10,https://www.knowledgecity.com/blog/employee-training/,0.87,0.9,0.52,0.6,0.83
employee training,7,https://www.td.org/talent-development-glossary-terms/what-is-employee-training-and-development,0.45,0.93,0.34,0.23,0.75
leadership development,2,https://en.wikipedia.org/wiki/Leadership_development,1,1,1,1,0.92
employee training,11,https://www.managementstudyguide.com/training-of-employees.htm,0.71,0.89,0.62,0.75,1
leadership development,3,https://www.ccl.org/articles/leading-effectively-articles/why-leadership-development-is-important-4-reasons-to-invest/,0.98,0.99,0.91,0.99,0.75
employee training,12,https://blog.bit.ai/employee-training/,0.61,0.83,0.37,0.38,0.92
leadership development,6,https://www.businessnewsdaily.com/15835-leadership-development-goals.html,0.6,1,0.93,0.75,0.83
leadership development,5,https://www.polo-lecco.polimi.it/studenti-iscritti/center-for-leadership-development,0.78,1,0.17,1,0.73
leadership development,7,https://skylineg.com/resources/blog/what-is-leadership-development,0.85,0.76,0.83,0.91,0.83
leadership development,9,https://www.300grammi.it/leadership-development-program,0.9,1,0.64,1,0.91
leadership development,1,https://hbr.org/2019/03/the-future-of-leadership-development,0.29,0.74,0.33,0.14,0.83
leadership development,8,https://ldi.it/,0.63,0.93,0.03,1,0.83
time management,2,https://it.wikipedia.org/wiki/Gestione_del_tempo,0.99,1,0.99,1,0.75
leadership development,12,https://www.insights.com/it/soluzioni/sviluppo-della-leadership/,0.84,0.8,0.35,0.92,0.82
time management,3,https://appmynet.it/time-management-tecniche/,0.93,1,0.71,0.81,0.92
time management,1,https://www.shopify.com/it/blog/time-management,0.64,0.97,0.68,0.73,1
leadership development,10,https://www.lhh.com/it/it/aziende/leadership-development/,0.95,0.96,0.64,0.98,0.75
time management,4,https://factorial.it/blog/time-management-gestione-tempo/,0.96,1,0.58,0.99,0.92
human resources management,2,https://continuing.mcmaster.ca/programs/business/human-resources-management/,0.03,0.06,0,0,0.92
leadership development,11,https://isapiens.com/portfolio/leadership-development/,0.46,0.85,0.33,0.51,0.92
time management,7,https://www.randstad.it/candidato/career-lab/trovare-lavoro/time-management-questo-sconosciuto-tool-e-tecniche-per-ottimizzare-il-tuo-tempo/,0.94,1,0.89,0.99,0.92
time management,5,https://blog.insideout-training.it/time-management-guida-migliorare-produttivita,0.65,0.68,0.64,0.9,0.92
time management,8,https://www.a1life.it/2014/07/time-management/,0.78,0.96,0.45,1,0.92
time management,6,https://www.businesscoachingitalia.com/come-migliorare-la-gestione-del-tempo-9-tecniche-efficaci-di-time-management/,0.47,0.77,0.22,0.75,0.92
time management,10,https://www.selcoerp.it/time-management-tecniche-gestione-tempo/,0.71,0.94,0.26,0.85,0.92
time management,12,https://corporatefinanceinstitute.com/resources/management/time-management-list-tips/,0.96,0.85,0.97,1,0.82
time management,13,https://www.softskills.site/dieci-consigli-di-time-management/,0.83,0.8,0.43,0.86,1
time management,11,https://coachlucabertuccini.it/time-management-9-pratici-consigli/,0.74,0.93,0.25,0.84,0.92
time management,2,https://coachlucabertuccini.it/time-management-9-pratici-consigli/,0.74,0.93,0.25,0.84,0.92
time management,3,https://twproject.com/blog/it/5-punti-di-forza-del-time-management/,0.97,0.96,0.85,0.99,0.92
time management,9,https://www.emburse.com/it/sapere/blog/come-applicare-in-azienda-il-time-management-e,0.64,0.93,0.06,0.5,0.73
time management,14,https://www.qualitiamo.com/time%20management/time-management-skills.html,0.85,0.98,0.32,0.71,0.91
time management,5,https://www.humanware.it/corso-time-management.htm,0.99,1,0.94,1,0.91
time management,4,https://www.iqmselezione.it/corso-time-management-600029.shtml,0.91,0.99,0.72,0.98,0.92
time management,1,https://4man.academy/product/time-management-sistema-21/,0.75,0.8,0.02,0.88,0.75
time management,6,https://www.qualitiamo.com/time%20management/time-management-tutti-gli-articoli.html,0.97,1,0.9,1,0.91
time management,9,https://www.bitagora.it/organizzazione/time-management-e-miglioramento-della-produttivita/,0.86,0.99,0.46,0.91,0.83
time management,7,https://www.delphiethica.com/time-management-cose-e-come-applicarlo-sul-lavoro-e-in-azienda/,0.69,0.94,0.54,0.82,1
time management,11,https://www.cegos.it/corsi-formazione/performance/time-management,0.91,0.97,0.46,1,0.91
time management,13,https://www.oracon.it/blog/la-gestione-del-tempo-cose-il-time-management/,0.9,0.93,0.57,1,0.83
time management,10,https://www.ninjamarketing.it/2013/05/15/4-tecniche-di-time-management-per-essere-piu-produttivi/,0.88,0.9,0.56,0.98,0.92
stress management,1,https://www.pmi.it/impresa/business-e-project-management/articolo/2185/stress-management.html,0.79,1,0.75,0.77,0.83
time management,8,https://lacerba.io/corso-time-management-e-produttivita,0.48,0.67,0.31,0.62,0.92
stress management,2,https://www.helpguide.org/articles/stress/stress-management.htm,0.77,0.95,0.66,0.52,0.83
time management,12,https://www.fastweb.it/fastweb-plus/digital-soft-skills-office/time-management-cose-quali-i-benefici-e-come-migliorarlo/,0.89,0.94,0.31,0.79,0.92
stress management,4,https://www.ius.to/index.php/tecniche-di-stress-management-nel-lavoro-educativo?showall=1,0.83,0.98,0.07,1,0.91
stress management,7,https://www.mayoclinic.org/tests-procedures/stress-management/about/pac-20384898,0.74,0.96,0.94,0.76,1
stress management,9,http://www.eustress.it/,0.97,1,0.8,1,0.82
stress management,5,https://www.incoaching.it/stress-management/,0.72,0.76,0.24,0.81,0.92
stress management,8,https://www.ferdinandopellegrino.com/articoli/405-stress-management-lo-stress-nella-vita-quotidiana-e-nel-mondo-del-lavoro,0.91,1,0.81,1,0.83
stress management,6,https://en.wikipedia.org/wiki/Stress_management,1,1,1,1,0.67
stress management,10,https://www.psicotraumatologia.org/,0.87,0.94,0.42,1,1
stress management,2,https://www.mentalhealth.org.uk/explore-mental-health/publications/how-manage-and-reduce-stress,0.97,0.99,0.94,0.99,0.92
stress management,12,https://www.galganogroup.com/prodotto/stress-management-trasformare-lo-stress-in-energie-positive/,0.68,0.38,0.21,0.97,0.75
stress management,1,https://www.mayoclinic.org/healthy-lifestyle/stress-management/basics/stress-basics/hlv-20049495,0.78,0.96,0.92,0.89,1
stress management,3,https://www.webmd.com/balance/stress-management/stress-management,0.61,0.99,0.13,0.02,0.92
stress management,3,https://www.mayoclinichealthsystem.org/hometown-health/speaking-of-health/5-tips-to-manage-stress,0.95,1,0.74,0.95,1
stress management,5,https://www.betterup.com/blog/stress-management-techniques,0.76,0.52,0.56,0.51,0.92
stress management,9,https://www.nami.org/Your-Journey/Individuals-with-Mental-Illness/Taking-Care-of-Your-Body/Managing-Stress,0.71,0.27,0.47,0.75,0.75
stress management,11,https://www.berkeleywellbeing.com/stress-management.html,0.35,0.81,0,0.04,0.91
stress management,12,https://medlineplus.gov/ency/article/001942.htm,0.99,1,1,0.99,0.92
stress management,4,https://www.heart.org/en/healthy-living/healthy-lifestyle/stress-management,0.65,0.96,0.51,0.52,0.92
stress management,6,https://www.medicalnewstoday.com/articles/145855,0.64,0.92,0.19,0.45,0.75
stress management,13,https://www.nhsinform.scot/healthy-living/mental-wellbeing/stress/what-to-do-if-you-are-struggling-with-stress,0.9,0.97,0.63,0.83,0.92
mindfulness,2,https://www.psychologytoday.com/us/basics/mindfulness,0.76,0.99,0.99,0.94,0.92
mindfulness,3,https://news.harvard.edu/gazette/story/2018/04/less-stress-clearer-thoughts-with-mindfulness-meditation/,0.94,0.92,0.97,1,1
stress management,10,https://www.stress.org/,0.37,0.85,0.08,0.09,0.75
stress management,11,https://www.stress.org.uk/,0.39,1,0.1,0.13,0.75
mindfulness,1,https://www.mindful.org/meditation/mindfulness-getting-started/,0.62,1,0.17,0.34,0.75
mindfulness,7,https://play.google.com/store/apps/details?id=se.lichtenstein.mind.en&hl=en_US&gl=US,0.73,0.89,0.91,0.75,0.92
mindfulness,5,https://greatergood.berkeley.edu/topic/mindfulness/definition,0.78,0.83,0.76,0.96,1
mindfulness,9,https://newsinhealth.nih.gov/2012/01/mindfulness-matters,0.93,0.94,0.8,0.98,0.92
mindfulness,4,https://en.wikipedia.org/wiki/Mindfulness,1,0.99,0.99,1,0.83
mindfulness,11,https://www.apa.org/monitor/2012/07-08/ce-corner,0.84,0.99,0.43,0.54,0.82
mindfulness,6,https://www.verywellmind.com/mindfulness-the-health-and-stress-relief-benefits-3145189,0.67,1,0.14,0.12,0.83
mindfulness,8,https://www.headspace.com/mindfulness/mindfulness-101,0.34,0.83,0.21,0.2,1
mindfulness,10,https://www.healthline.com/health/mind-body/what-is-mindfulness,0.77,0.94,0.2,0.34,0.75
yoga,1,https://www.nytimes.com/guides/well/beginner-yoga,0.18,0.84,0.19,0.59,0.92
yoga,4,https://www.hopkinsmedicine.org/health/wellness-and-prevention/9-benefits-of-yoga,0.86,0.86,0.57,0.97,0.92
yoga,7,https://www.health.harvard.edu/staying-healthy/yoga-benefits-beyond-the-mat,0.66,1,0.66,0.61,0.91
yoga,2,https://en.wikipedia.org/wiki/Yoga,1,0.99,1,1,0.83
yoga,5,https://www.nccih.nih.gov/health/yoga-what-you-need-to-know,0.68,0.98,0.92,0.92,0.92
yoga,11,https://osteopathic.org/what-is-osteopathic-medicine/benefits-of-yoga/,0.95,1,0.75,0.93,0.92
yoga,6,https://www.medicalnewstoday.com/articles/286745,0.63,0.92,0.27,0.24,0.75
yoga,3,https://www.yogajournal.com/,0.52,0.52,0.33,0.7,0.83
yoga,12,https://www.yogabasics.com/practice/yoga-for-beginners/,0.91,0.96,0.54,0.54,0.92
fitness training,2,https://www.fitnessboutique.fr/fitness/cat-1.html,0.8,0.99,0.44,0.59,0.75
fitness training,3,https://www.fitness-cardio-training.com/,0.91,0.99,0.89,0.97,0.9
fitness training,1,https://www.adidas.fr/fitness_et_training,0.78,0.99,0.48,0.99,0.83
yoga,10,https://www.healthline.com/nutrition/13-benefits-of-yoga,0.6,0.95,0.13,0.1,0.75
fitness training,6,https://www.myfitnesstraining.fr/,0.87,0.99,0.58,0.34,0.91
fitness training,4,https://training-fit.fr/,0.78,0.99,0.05,0.98,1
yoga,9,https://www.yogapedia.com/definition/4/yoga,0.65,0.95,0,0.04,0.83
fitness training,8,https://musculation.ooreka.fr/comprendre/fitness-cardio-training,0.65,1,0.92,0.96,0.82
fitness training,9,https://www.dailymotion.com/video/x81l720,0.99,0.97,0.99,1,0.92
fitness training,5,https://www.decathlon-training-plus.com/,0.19,0.8,0,0.69,0.82
fitness training,11,https://www.linguee.fr/anglais-francais/traduction/fitness+training.html,0.96,0.99,0.99,0.99,0.83
yoga,8,https://www.everydayhealth.com/yoga/,0.4,0.99,0.02,0.02,0.92
fitness training,1,https://www.navyfitness.org/fitness/5-week-training-plan,0.95,0.98,0.83,0.99,0.8
fitness training,10,https://www.domyos.fr/,0.84,0.98,0.15,0.97,1
fitness training,3,https://www.anytimefitness.com/training/,0.86,0.88,0.82,0.95,0.92
fitness training,2,https://f45training.com/,0.86,0.94,0.63,0.66,0.92
fitness training,4,https://www.trainerize.com/,0.82,0.73,0.75,0.81,0.92
fitness training,5,https://profitnessmn.com/,0.92,0.93,0.54,0.57,0.92
fitness training,12,https://homefittraining.fr/,0.16,0.95,0.13,0.36,1
fitness training,6,https://optimumfitnesstraining.com/,0.56,0.96,0.22,0.59,0.92
fitness training,9,https://jabfitnesstraining.com/,0.96,0.94,0.97,1,0.92
fitness training,7,https://www.decathlon.fr/sport/c0-tous-les-sports/c1-fitness-cardio-training/_/N-ezlfmv,0.38,0.83,0.07,0.49,0.83
fitness training,10,https://www.equinox.com/,0.53,1,0.28,0.34,0.83
fitness training,8,https://www.pulsefitnesstraining.com/,0.55,0.9,0.09,0.65,0.82
fitness training,11,https://www.brookdalecc.edu/continuinged/healthcare/fitness-training/,0.55,0.81,0.26,0.96,0.92
fitness training,12,https://www.nerdfitness.com/,0.84,0.85,0.96,0.99,0.92
fitness training,13,https://www.effective.fitness/,0.72,0.94,0.51,0.72,0.92
fitness training,7,https://www.instagram.com/effective.fitnesstraining/?hl=en,0.43,0.98,0.08,0.38,0.92
nutrition,4,https://medlineplus.gov/nutrition.html,0.98,1,0.99,1,1
nutrition,2,https://www.hsph.harvard.edu/nutritionsource/,0.81,0.88,0.91,0.83,1
nutrition,1,https://www.nutrition.gov/,0.37,0.87,0.24,0.27,0.92
nutrition,7,https://www.healthline.com/nutrition,0.92,0.95,0.85,0.95,0.75
nutrition,8,https://www.eatright.org/,0.95,1,0.87,1,0.82
nutrition,5,https://www.cdc.gov/nutrition/index.html,0.88,1,0.98,0.97,1
